family,cluster_config,load,policy,baseline,n_pairs,mean_delta_throughput_horizon,sd_delta_throughput_horizon,ci95_low_delta_throughput_horizon,ci95_high_delta_throughput_horizon,wins_throughput_horizon,losses_throughput_horizon,ties_throughput_horizon,mean_delta_p95_wait_time,sd_delta_p95_wait_time,ci95_low_delta_p95_wait_time,ci95_high_delta_p95_wait_time,wins_p95_wait_time,losses_p95_wait_time,ties_p95_wait_time,mean_delta_mean_wait_time,sd_delta_mean_wait_time,ci95_low_delta_mean_wait_time,ci95_high_delta_mean_wait_time,wins_mean_wait_time,losses_mean_wait_time,ties_mean_wait_time,mean_delta_queued_at_horizon,sd_delta_queued_at_horizon,ci95_low_delta_queued_at_horizon,ci95_high_delta_queued_at_horizon,wins_queued_at_horizon,losses_queued_at_horizon,ties_queued_at_horizon,mean_delta_completion_ratio_horizon,sd_delta_completion_ratio_horizon,ci95_low_delta_completion_ratio_horizon,ci95_high_delta_completion_ratio_horizon,wins_completion_ratio_horizon,losses_completion_ratio_horizon,ties_completion_ratio_horizon,mean_delta_time_weighted_cpu_utilization,sd_delta_time_weighted_cpu_utilization,ci95_low_delta_time_weighted_cpu_utilization,ci95_high_delta_time_weighted_cpu_utilization,wins_time_weighted_cpu_utilization,losses_time_weighted_cpu_utilization,ties_time_weighted_cpu_utilization,mean_delta_time_weighted_ram_utilization,sd_delta_time_weighted_ram_utilization,ci95_low_delta_time_weighted_ram_utilization,ci95_high_delta_time_weighted_ram_utilization,wins_time_weighted_ram_utilization,losses_time_weighted_ram_utilization,ties_time_weighted_ram_utilization,mean_delta_time_weighted_queue_length,sd_delta_time_weighted_queue_length,ci95_low_delta_time_weighted_queue_length,ci95_high_delta_time_weighted_queue_length,wins_time_weighted_queue_length,losses_time_weighted_queue_length,ties_time_weighted_queue_length,mean_delta_time_weighted_active_nodes,sd_delta_time_weighted_active_nodes,ci95_low_delta_time_weighted_active_nodes,ci95_high_delta_time_weighted_active_nodes,wins_time_weighted_active_nodes,losses_time_weighted_active_nodes,ties_time_weighted_active_nodes,mean_delta_drained_throughput,sd_delta_drained_throughput,ci95_low_delta_drained_throughput,ci95_high_delta_drained_throughput,wins_drained_throughput,losses_drained_throughput,ties_drained_throughput
cpu_heavy,hetero,high,hybrid,binpack,10,0.002000000,0.106437253,-0.074140619,0.078140619,5,4,1,0.558258117,1.196374023,-0.297576241,1.414092475,7,3,0,0.054505893,0.147924110,-0.051312633,0.160324419,6,4,0,-0.300000000,6.700746227,-5.093424744,4.493424744,3,5,2,0.000048104,0.005170942,-0.003650965,0.003747172,5,4,1,-0.005866544,0.003689110,-0.008505574,-0.003227515,0,10,0,-0.000702981,0.001297097,-0.001630868,0.000224906,3,7,0,0.096484030,2.276831480,-1.532262975,1.725231036,5,5,0,0.980070153,0.164877774,0.862123707,1.098016599,10,0,0,-0.023709114,0.103331367,-0.097627916,0.050209688,3,7,0
ram_heavy,homog,low,spread,binpack,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000020194,0.000063857,-0.000025487,0.000065874,1,0,9,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,-0.000001083,0.000003423,-0.000003532,0.000001366,0,1,9,-0.000002598,0.000008216,-0.000008476,0.000003279,0,1,9,0.000389735,0.001232449,-0.000491906,0.001271376,1,0,9,8.415117386,0.807028715,7.837803863,8.992430910,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10
ram_heavy,homog,low,tetris,binpack,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000064926,0.000205313,-0.000081946,0.000211797,1,0,9,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,-0.000003481,0.000011007,-0.000011355,0.000004393,0,1,9,-0.000008354,0.000026417,-0.000027251,0.000010544,0,1,9,0.001253064,0.003962535,-0.001581563,0.004087690,1,0,9,8.255823397,0.809835663,7.676501905,8.835144889,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10
ram_heavy,homog,low,hybrid,binpack,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000016428,0.000051950,-0.000020735,0.000053590,1,0,9,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,-0.000000881,0.000002785,-0.000002873,0.000001112,0,1,9,-0.000002114,0.000006684,-0.000006895,0.000002668,0,1,9,0.000317059,0.001002628,-0.000400178,0.001034295,1,0,9,7.472896083,0.903721802,6.826412498,8.119379669,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10
ram_heavy,homog,med,spread,binpack,10,-0.060000000,0.044221664,-0.091634270,-0.028365730,0,9,1,0.245122966,0.227359945,0.082479471,0.407766461,9,1,0,0.057487888,0.026709715,0.038380911,0.076594866,10,0,0,2.600000000,3.272783389,0.258791969,4.941208031,6,1,3,-0.002302859,0.001703550,-0.003521505,-0.001084213,0,9,1,-0.001062070,0.000543386,-0.001450785,-0.000673355,0,10,0,-0.002228456,0.000737448,-0.002755995,-0.001700918,0,10,0,1.434557019,0.643030370,0.974560836,1.894553202,10,0,0,2.635630109,0.335153345,2.395875867,2.875384351,10,0,0,-0.089935783,0.042439032,-0.120294836,-0.059576730,0,10,0
ram_heavy,homog,med,tetris,binpack,10,-0.074000000,0.058916136,-0.116146062,-0.031853938,0,9,1,0.319619848,0.103843195,0.245334906,0.393904789,10,0,0,0.078492449,0.036896124,0.052098554,0.104886344,10,0,0,3.500000000,4.552166761,0.243576305,6.756423695,7,3,0,-0.002843000,0.002252686,-0.004454474,-0.001231525,0,9,1,-0.001538195,0.000834744,-0.002135335,-0.000941056,0,10,0,-0.003346110,0.001389993,-0.004340451,-0.002351769,0,10,0,1.923048258,0.891660561,1.285192764,2.560903752,10,0,0,2.522453740,0.347039673,2.274196531,2.770710948,10,0,0,-0.109671188,0.038436659,-0.137167115,-0.082175260,0,10,0
ram_heavy,homog,med,hybrid,binpack,10,-0.058000000,0.056134758,-0.098156384,-0.017843616,1,9,0,0.228154217,0.199441092,0.085482665,0.370825769,9,1,0,0.067769275,0.024274057,0.050404662,0.085133888,10,0,0,2.800000000,3.675746334,0.170529665,5.429470335,8,1,1,-0.002237924,0.002149507,-0.003775588,-0.000700259,1,9,0,-0.001401172,0.000541945,-0.001788856,-0.001013488,0,10,0,-0.002840049,0.000913910,-0.003493820,-0.002186277,0,10,0,1.648272820,0.633760969,1.194907567,2.101638073,10,0,0,2.006373671,0.301990733,1.790342530,2.222404812,10,0,0,-0.084333442,0.059381929,-0.126812712,-0.041854172,0,10,0
ram_heavy,homog,high,spread,binpack,10,0.018000000,0.076274359,-0.036563385,0.072563385,5,2,3,0.370719028,0.509956069,0.005918459,0.735519597,9,1,0,-0.048422672,0.078703025,-0.104723420,0.007878076,2,8,0,-1.900000000,2.923088169,-3.991051158,0.191051158,3,6,1,0.000504205,0.002264188,-0.001115497,0.002123907,5,2,3,0.001080698,0.002652153,-0.000816538,0.002977934,6,4,0,-0.000884080,0.002061845,-0.002359036,0.000590875,2,8,0,-1.507258713,2.210235412,-3.088365765,0.073848339,2,8,0,1.938307522,0.130262814,1.845123125,2.031491919,10,0,0,0.007671805,0.062083596,-0.036740121,0.052083730,6,4,0
ram_heavy,homog,high,tetris,binpack,10,0.034000000,0.105851048,-0.041721273,0.109721273,5,4,1,0.216775715,0.502699268,-0.142833652,0.576385082,5,5,0,-0.074408427,0.117717116,-0.158618173,0.009801319,3,7,0,-0.200000000,5.513619501,-4.144205503,3.744205503,5,5,0,0.001010111,0.003097709,-0.001205856,0.003226078,5,4,1,0.000339973,0.002676116,-0.001574404,0.002254351,5,5,0,-0.000010334,0.001747634,-0.001260517,0.001239848,6,4,0,-2.279742024,3.573408855,-4.836004542,0.276520494,3,7,0,1.833606286,0.098626399,1.763053216,1.904159357,10,0,0,0.027883672,0.050633727,-0.008337512,0.064104856,8,2,0
ram_heavy,homog,high,hybrid,binpack,10,0.060000000,0.124007168,-0.028709378,0.148709378,7,2,1,0.391947815,0.450342037,0.069792552,0.714103078,8,2,0,-0.078697764,0.097917804,-0.148743937,-0.008651592,1,9,0,-1.100000000,5.952590473,-5.358226396,3.158226396,4,5,1,0.001732455,0.003684304,-0.000903137,0.004368047,7,2,1,0.000097546,0.003440885,-0.002363915,0.002559006,7,3,0,-0.000313908,0.001830974,-0.001623708,0.000995892,3,7,0,-2.413434551,3.101165437,-4.631874504,-0.194994599,1,9,0,1.457963074,0.088758941,1.394468758,1.521457391,10,0,0,0.023413752,0.089097933,-0.040323065,0.087150569,6,4,0
ram_heavy,hetero,low,spread,binpack,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000115379,0.000364861,-0.000145626,0.000376385,1,0,9,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,-0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,-0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,0.002545262,0.008048826,-0.003212520,0.008303045,1,0,9,6.555512469,0.472644653,6.217402877,6.893622062,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10
ram_heavy,hetero,low,tetris,binpack,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000158676,0.000501779,-0.000200274,0.000517627,1,0,9,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,-0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,0.003500399,0.011069234,-0.004418053,0.011418851,1,0,9,3.715897082,0.610609514,3.279093381,4.152700783,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10
ram_heavy,hetero,low,hybrid,binpack,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000443398,0.001402148,-0.000559638,0.001446434,1,0,9,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,-0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,0.009781360,0.030931376,-0.012345612,0.031908332,1,0,9,1.021778600,0.678125266,0.536677043,1.506880157,9,1,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10
ram_heavy,hetero,med,spread,binpack,10,0.006000000,0.059665736,-0.036682293,0.048682293,3,4,3,0.106549295,0.266753358,-0.084274548,0.297373138,7,3,0,-0.005000794,0.039359982,-0.033157227,0.023155639,7,3,0,0.100000000,2.960855732,-2.018068443,2.218068443,4,6,0,0.000242171,0.002225082,-0.001349557,0.001833899,3,4,3,-0.000360588,0.000760294,-0.000904470,0.000183294,4,6,0,-0.000645682,0.001586375,-0.001780506,0.000489143,3,7,0,-0.190589083,1.075246602,-0.959774110,0.578595944,7,3,0,1.990413720,0.235647247,1.821841847,2.158985594,10,0,0,-0.004357926,0.081406471,-0.062592604,0.053876751,6,4,0
ram_heavy,hetero,med,tetris,binpack,10,-0.018000000,0.076274359,-0.072563385,0.036563385,4,6,0,0.259840494,0.192878924,0.121863234,0.397817754,10,0,0,0.002133485,0.065810125,-0.044944240,0.049211209,7,3,0,1.500000000,3.719318934,-1.160640294,4.160640294,6,3,1,-0.000745074,0.002889131,-0.002811834,0.001321686,4,6,0,-0.000558066,0.000956120,-0.001242033,0.000125900,1,9,0,-0.001467425,0.002158910,-0.003011816,0.000076966,1,9,0,-0.051386424,1.786192886,-1.329151748,1.226378901,7,3,0,0.716600456,0.267553286,0.525204378,0.907996533,10,0,0,-0.028733937,0.113610035,-0.110005654,0.052537780,3,7,0
ram_heavy,hetero,med,hybrid,binpack,10,0.016000000,0.055617743,-0.023786534,0.055786534,6,3,1,0.046923613,0.285187664,-0.157087337,0.250934564,7,3,0,-0.018434963,0.060894969,-0.061996597,0.025126670,5,5,0,0.300000000,3.056868405,-1.886751767,2.486751767,6,4,0,0.000568762,0.002120260,-0.000947981,0.002085504,6,3,1,-0.000205170,0.001085978,-0.000982032,0.000571692,4,6,0,-0.000469638,0.002455311,-0.002226062,0.001286785,3,7,0,-0.549415645,1.656161690,-1.734162263,0.635330972,5,5,0,-0.189832243,0.225111827,-0.350867531,-0.028796955,1,9,0,0.035568131,0.102832121,-0.037993532,0.109129793,5,5,0
ram_heavy,hetero,high,spread,binpack,10,0.098000000,0.133483249,0.002511843,0.193488157,8,2,0,0.165255702,0.964822621,-0.524936773,0.855448178,5,5,0,-0.127329552,0.121824473,-0.214477524,-0.040181581,3,7,0,-4.900000000,8.279157230,-10.822551874,1.022551874,2,8,0,0.002760269,0.003656276,0.000144727,0.005375811,8,2,0,0.001347888,0.002158855,-0.000196464,0.002892239,8,2,0,0.002015820,0.002264234,0.000396085,0.003635555,7,3,0,-3.319104774,3.298060418,-5.678394900,-0.959814648,2,8,0,1.535216454,0.135431339,1.438334717,1.632098191,10,0,0,-0.007543695,0.086437169,-0.069377116,0.054289726,5,5,0
ram_heavy,hetero,high,tetris,binpack,10,0.194000000,0.157211817,0.081537449,0.306462551,8,2,0,0.506479556,1.051719320,-0.245875068,1.258834181,7,3,0,-0.210486836,0.126552434,-0.301016987,-0.119956685,1,9,0,-8.600000000,10.976743091,-16.452288410,-0.747711590,3,7,0,0.005399065,0.004304446,0.002319850,0.008478280,8,2,0,0.002243524,0.003179284,-0.000030799,0.004517846,9,1,0,0.002022259,0.003047893,-0.000158072,0.004202591,8,2,0,-6.129477919,4.198738703,-9.133074430,-3.125881407,1,9,0,0.532891042,0.154143608,0.422623355,0.643158729,10,0,0,-0.036818795,0.138415846,-0.135835519,0.062197929,4,6,0
ram_heavy,hetero,high,hybrid,binpack,10,0.152000000,0.121179390,0.065313493,0.238686507,10,0,0,0.393876801,0.824664081,-0.196052301,0.983805904,7,3,0,-0.173026215,0.114067620,-0.254625269,-0.091427161,0,10,0,-7.500000000,7.027722881,-12.527329734,-2.472670266,1,9,0,0.004268576,0.003212278,0.001970651,0.006566501,10,0,0,0.000922206,0.002985942,-0.001213808,0.003058220,6,4,0,0.002449504,0.002704400,0.000514892,0.004384115,8,2,0,-4.599253520,3.317539139,-6.972477883,-2.226029157,0,10,0,-0.187675797,0.059615406,-0.230322086,-0.145029507,0,10,0,0.001902707,0.080661569,-0.055799099,0.059604514,5,5,0
bimodal,homog,low,spread,binpack,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000665942,0.002105894,-0.000840524,0.002172408,1,0,9,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,-0.000092694,0.000293123,-0.000302382,0.000116994,0,1,9,-0.000019792,0.000062587,-0.000064564,0.000024980,0,1,9,0.011640670,0.036811029,-0.014692353,0.037973692,1,0,9,8.003642768,0.712237366,7.494138886,8.513146649,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10
bimodal,homog,low,tetris,binpack,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000499259,0.001498158,-0.000572459,0.001570976,2,0,8,0.100000000,0.316227766,-0.126215700,0.326215700,1,0,9,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,-0.000073564,0.000232629,-0.000239977,0.000092849,0,1,9,-0.000012865,0.000040681,-0.000041966,0.000016237,0,1,9,0.008443372,0.025394254,-0.009722581,0.026609326,2,0,8,7.448854086,0.758803422,6.906038857,7.991669315,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10
bimodal,homog,low,hybrid,binpack,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000550826,0.001741866,-0.000695230,0.001796882,1,0,9,0.100000000,0.316227766,-0.126215700,0.326215700,1,0,9,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,-0.000076393,0.000241576,-0.000249206,0.000096420,0,1,9,-0.000012942,0.000040927,-0.000042220,0.000016335,0,1,9,0.009375284,0.029647253,-0.011833081,0.030583650,1,0,9,6.830939843,0.784026043,6.270081439,7.391798247,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10
bimodal,homog,med,spread,binpack,10,-0.026000000,0.080027773,-0.083248416,0.031248416,2,5,3,0.470312377,0.613404857,0.031509008,0.909115746,8,2,0,0.032345401,0.052409672,-0.005146217,0.069837019,8,2,0,2.700000000,3.233505150,0.386889927,5.013110073,6,1,3,-0.001120032,0.003395116,-0.003548751,0.001308688,2,5,3,-0.002721891,0.003208785,-0.005017317,-0.000426465,1,9,0,-0.000091206,0.000465179,-0.000423975,0.000241563,4,6,0,0.657171953,1.169215972,-0.179234708,1.493578613,8,2,0,2.540354188,0.328910124,2.305066076,2.775642300,10,0,0,-0.034038758,0.133621071,-0.129625508,0.061547991,3,5,2
bimodal,homog,med,tetris,binpack,10,-0.070000000,0.055976185,-0.110042948,-0.029957052,1,8,1,0.637332510,0.522564779,0.263512214,1.011152806,10,0,0,0.084794354,0.028860783,0.064148595,0.105440113,10,0,0,3.500000000,2.877112750,1.441837673,5.558162327,9,0,1,-0.003037171,0.002403165,-0.004756292,-0.001318051,1,8,1,-0.005443568,0.002078323,-0.006930311,-0.003956826,0,10,0,-0.000701635,0.000657154,-0.001171734,-0.000231535,1,9,0,1.790226847,0.688838481,1.297461518,2.282992176,10,0,0,2.146608535,0.281050078,1.945557435,2.347659635,10,0,0,-0.079699655,0.113791821,-0.161101415,0.001702104,1,8,1
bimodal,homog,med,hybrid,binpack,10,-0.034000000,0.060406034,-0.077211870,0.009211870,1,8,1,0.165555980,0.264084476,-0.023358660,0.354470620,7,3,0,0.027436108,0.024944303,0.009592030,0.045280186,8,2,0,1.400000000,2.875181154,-0.656780546,3.456780546,7,2,1,-0.001490482,0.002565570,-0.003325780,0.000344816,1,8,1,-0.001749247,0.001691912,-0.002959568,-0.000538926,2,8,0,-0.000287992,0.000412635,-0.000583173,0.000007189,3,7,0,0.573354598,0.541756754,0.185805191,0.960904006,8,2,0,1.809899766,0.128169225,1.718213032,1.901586499,10,0,0,-0.015734897,0.083867437,-0.075730042,0.044260249,3,5,2
bimodal,homog,high,spread,binpack,10,-0.076000000,0.137533834,-0.174385771,0.022385771,2,8,0,0.299801693,0.602788290,-0.131407042,0.731010428,6,4,0,0.064947005,0.142594915,-0.037059245,0.166953254,8,2,0,4.400000000,9.430447144,-2.346135005,11.146135005,7,2,1,-0.002542020,0.004646601,-0.005865998,0.000781958,2,8,0,-0.001187672,0.001745543,-0.002436358,0.000061014,2,8,0,-0.002109954,0.006575671,-0.006813905,0.002593997,3,7,0,1.770138035,3.921805045,-1.035352086,4.575628156,8,2,0,1.926042683,0.214700537,1.772455182,2.079630184,10,0,0,-0.066757847,0.082165342,-0.125535388,-0.007980306,2,8,0
bimodal,homog,high,tetris,binpack,10,0.064000000,0.138820428,-0.035306144,0.163306144,6,4,0,0.744532256,1.262768746,-0.158798022,1.647862534,5,5,0,-0.099811081,0.176892532,-0.226352367,0.026730204,5,5,0,-2.100000000,7.622335600,-7.552690019,3.352690019,3,6,1,0.002084424,0.004679105,-0.001262805,0.005431654,6,4,0,-0.002442322,0.002512165,-0.004239416,-0.000645227,3,7,0,0.002405070,0.007089554,-0.002666492,0.007476631,7,3,0,-3.126012434,4.975247241,-6.685089651,0.433064783,4,6,0,1.560159522,0.239429074,1.388882292,1.731436751,10,0,0,-0.078341080,0.107496896,-0.155239721,-0.001442439,2,8,0
bimodal,homog,high,hybrid,binpack,10,0.008000000,0.105071404,-0.067163549,0.083163549,5,5,0,0.523903795,0.937568969,-0.146792594,1.194600183,6,4,0,-0.032835872,0.074053598,-0.085810621,0.020138876,4,6,0,-0.500000000,6.311365410,-5.014878507,4.014878507,4,6,0,0.000239538,0.003555024,-0.002303573,0.002782648,5,5,0,-0.001867627,0.001752070,-0.003120983,-0.000614272,1,9,0,0.001282946,0.004454944,-0.001903928,0.004469821,5,5,0,-1.238683707,2.099225518,-2.740379071,0.263011656,2,8,0,1.295836884,0.210557754,1.145212951,1.446460816,10,0,0,-0.067784835,0.099611800,-0.139042819,0.003473149,2,8,0
bimodal,hetero,low,spread,binpack,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,-0.000174974,0.000553315,-0.000570791,0.000220844,0,1,9,-0.200000000,0.632455532,-0.652431400,0.252431400,0,1,9,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000015976,0.000050519,-0.000020164,0.000052115,1,0,9,0.000005537,0.000017509,-0.000006988,0.000018062,1,0,9,-0.002602862,0.008230971,-0.008490943,0.003285220,0,1,9,6.595770359,0.891347535,5.958138790,7.233401928,10,0,0,0.004286351,0.013554633,-0.005410048,0.013982750,1,0,9
bimodal,hetero,low,tetris,binpack,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000239913,0.000758671,-0.000302807,0.000782633,1,0,9,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,-0.000035945,0.000113667,-0.000117257,0.000045368,0,1,9,-0.000002564,0.000008109,-0.000008365,0.000003237,0,1,9,0.004217665,0.013337429,-0.005323356,0.013758686,1,0,9,5.494909893,0.812465458,4.913707158,6.076112627,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10
bimodal,hetero,low,hybrid,binpack,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000171353,0.000541865,-0.000216274,0.000558980,1,0,9,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,-0.000030952,0.000097879,-0.000100971,0.000039066,0,1,9,-0.000001911,0.000006043,-0.000006234,0.000002412,0,1,9,0.003012382,0.009525989,-0.003802099,0.009826863,1,0,9,4.394369020,0.852257428,3.784700827,5.004037213,10,0,0,0.004286351,0.013554633,-0.005410048,0.013982750,1,0,9
bimodal,hetero,med,spread,binpack,10,-0.010000000,0.048304589,-0.044555019,0.024555019,3,5,2,0.089970873,0.328883463,-0.145298167,0.325239913,6,4,0,0.046487344,0.036526584,0.020357801,0.072616886,9,1,0,0.400000000,3.533962208,-2.128044089,2.928044089,5,4,1,-0.000502665,0.002083406,-0.001993044,0.000987714,3,5,2,-0.003539462,0.002692083,-0.005465262,-0.001613662,1,9,0,-0.000485688,0.001883811,-0.001833285,0.000861909,5,5,0,0.921060605,0.813575547,0.339063761,1.503057449,9,1,0,2.204820221,0.361098419,1.946505991,2.463134450,10,0,0,-0.134967497,0.129921542,-0.227907762,-0.042027231,1,9,0
bimodal,hetero,med,tetris,binpack,10,-0.038000000,0.034576807,-0.062734756,-0.013265244,1,8,1,0.131530592,0.242811455,-0.042166247,0.305227431,7,3,0,0.057360409,0.036479694,0.031264410,0.083456409,9,1,0,1.600000000,3.405877273,-0.836417653,4.036417653,7,3,0,-0.001697099,0.001565772,-0.002817184,-0.000577013,1,8,1,-0.003725961,0.002176528,-0.005282956,-0.002168967,0,10,0,-0.000865743,0.001840692,-0.002182494,0.000451009,2,8,0,1.188243300,0.800488952,0.615608041,1.760878559,9,1,0,1.470979708,0.345415628,1.223884271,1.718075146,10,0,0,-0.072884211,0.067831121,-0.121407669,-0.024360754,1,9,0
bimodal,hetero,med,hybrid,binpack,10,0.010000000,0.044472214,-0.021813503,0.041813503,5,4,1,-0.213713817,0.468988335,-0.549207837,0.121780203,6,4,0,-0.000351367,0.042146901,-0.030501441,0.029798708,6,4,0,-1.200000000,2.820559440,-3.217706529,0.817706529,3,6,1,0.000402885,0.001881419,-0.000943001,0.001748771,5,4,1,-0.000907699,0.001884401,-0.002255718,0.000440320,3,7,0,0.000063788,0.000786765,-0.000499029,0.000626606,5,5,0,0.038983869,0.915974892,-0.616265048,0.694232787,7,3,0,0.926539404,0.466732903,0.592658823,1.260419986,10,0,0,-0.016498711,0.169173247,-0.137517952,0.104520531,4,6,0
bimodal,hetero,high,spread,binpack,10,0.176000000,0.120295931,0.089945481,0.262054519,9,0,1,-0.032543770,0.739616840,-0.561633747,0.496546206,3,7,0,-0.224673191,0.107742929,-0.301747834,-0.147598549,0,10,0,-9.300000000,6.929005059,-14.256711264,-4.343288736,0,9,1,0.005856215,0.003926524,0.003047350,0.008665081,9,0,1,0.002785317,0.002191218,0.001217815,0.004352820,10,0,0,0.005988202,0.004011622,0.003118460,0.008857944,10,0,0,-5.934741925,3.107264868,-8.157545148,-3.711938703,0,10,0,1.568957325,0.238692558,1.398206968,1.739707682,10,0,0,-0.021746025,0.104457190,-0.096470192,0.052978142,6,4,0
bimodal,hetero,high,tetris,binpack,10,0.192000000,0.193723744,0.053418392,0.330581608,9,1,0,0.492376235,0.975789195,-0.205661254,1.190413725,7,3,0,-0.328911399,0.176983119,-0.455517486,-0.202305311,0,10,0,-8.900000000,9.700515450,-15.839330219,-1.960669781,1,7,2,0.006394074,0.006356249,0.001847088,0.010941061,9,1,0,0.002498214,0.003368661,0.000088420,0.004908009,7,3,0,0.006860395,0.006540108,0.002181884,0.011538906,8,2,0,-8.754761587,4.801602556,-12.189620887,-5.319902286,0,10,0,1.004483928,0.212015682,0.852817057,1.156150799,10,0,0,-0.018767387,0.155653734,-0.130115353,0.092580578,3,6,1
bimodal,hetero,high,hybrid,binpack,10,0.130000000,0.105934991,0.054218678,0.205781322,9,0,1,-0.042367700,0.657449686,-0.512678839,0.427943439,6,4,0,-0.245617853,0.093795939,-0.312715420,-0.178520285,0,10,0,-6.800000000,8.778762251,-13.079947750,-0.520052250,3,7,0,0.004356249,0.003567341,0.001804327,0.006908170,9,0,1,0.002786277,0.002922444,0.000695687,0.004876868,8,2,0,0.003773992,0.005500845,-0.000161075,0.007709059,8,2,0,-6.470646537,2.495202641,-8.255606849,-4.685686224,0,10,0,0.572479703,0.150498573,0.464819517,0.680139888,10,0,0,-0.053644973,0.148740641,-0.160047610,0.052757664,3,7,0
tiny_large,homog,low,spread,binpack,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000308264,0.000974817,-0.000389078,0.001005606,1,0,9,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,-0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,0.006874289,0.021738411,-0.008676432,0.022425010,1,0,9,8.336062019,0.663117913,7.861696074,8.810427963,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10
